audit_group,bucket,method,l2_key,scene_frame,l2_item,family,question_index,question_id,question,answer,predicted,image_path,auto_valid_failure,auto_issue_type,auto_confidence,auto_notes,manual_valid_failure,manual_issue_type,manual_notes
shared_l2_001,shared_l2_random,random,scene-0035_frame39::car3|pedestrian2|pedestrian5,scene-0035_frame39,car3|pedestrian2|pedestrian5,converge,191,184,"Which pedestrian can be found to the front of car1 and to the back of car3, and to the back left of pedestrian5?",pedestrian2,"The pedestrian can be found to the front of car1 and to the back of car3, and to the back left of pedestrian5.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0035_frame39_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_002,shared_l2_advtest,advtest,scene-0092_frame20::car4|car10|car5,scene-0092_frame20,car4|car10|car5,converge,307,5,"What car is to the front of car5 and to the back of truck1, and to the back of car4, and to the front of car9?",car10,"The car is to the front of car5 and to the back of truck1, and to the back of car4, and to the front of car9.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0092_frame20_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_002,shared_l2_random,random,scene-0092_frame20::car4|car10|car5,scene-0092_frame20,car4|car10|car5,converge,326,5,"What car is to the front of car5 and to the back of truck1, and to the back of car4, and to the front of car9?",car10,"The car is to the front of car5 and to the back of truck1, and to the back of car4, and to the front of car9.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0092_frame20_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_003,shared_l2_advtest,advtest,scene-0035_frame39::ego|pedestrian2|pedestrian1,scene-0035_frame39,ego|pedestrian2|pedestrian1,converge,153,47,"There is a pedestrian to the front of car2 and to the back of car3, and to the front of pedestrian1, and to the back of ego; what is it?",pedestrian2,It is a bus.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0035_frame39_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_003,shared_l2_random,random,scene-0035_frame39::ego|pedestrian2|pedestrian1,scene-0035_frame39,ego|pedestrian2|pedestrian1,converge,183,117,"Which pedestrian can be found to the back of bicycle1 and to the back of pedestrian6, and to the front of pedestrian1, and to the back of ego?",pedestrian2,"The pedestrian can be found to the back of bicycle1 and to the back of pedestrian6, and to the front of pedestrian1, and to the back of ego.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0035_frame39_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_004,shared_l2_advtest,advtest,scene-0099_frame8::barrier2|car3|pedestrian2,scene-0099_frame8,barrier2|car3|pedestrian2,converge,684,83,"What car is to the front left of barrier2 and to the front of pedestrian2, and to the back left of car2, and to the front of car7?",car3,"The car to the front left of barrier2 and to the front of pedestrian2, and to the back left of car2, and to the front of car7 is a black car.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0099_frame8_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_004,shared_l2_random,random,scene-0099_frame8::barrier2|car3|pedestrian2,scene-0099_frame8,barrier2|car3|pedestrian2,converge,688,83,"What car is to the front left of barrier2 and to the front of pedestrian2, and to the back left of car2, and to the front of car7?",car3,"The car to the front left of barrier2 and to the front of pedestrian2, and to the back left of car2, and to the front of car7 is a black car.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0099_frame8_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_005,shared_l2_advtest,advtest,scene-0097_frame37::car8|pedestrian2|ego,scene-0097_frame37,car8|pedestrian2|ego,converge,524,124,"What pedestrian is positioned to the back left of car2 and also to the back left of car8, and to the front left of ego?",pedestrian2,"The pedestrian is positioned to the back left of car2 and also to the back left of car8, and to the front left of ego.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0097_frame37_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_005,shared_l2_random,random,scene-0097_frame37::car8|pedestrian2|ego,scene-0097_frame37,car8|pedestrian2|ego,converge,531,124,"What pedestrian is positioned to the back left of car2 and also to the back left of car8, and to the front left of ego?",pedestrian2,"The pedestrian is positioned to the back left of car2 and also to the back left of car8, and to the front left of ego.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0097_frame37_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_006,shared_l2_advtest,advtest,scene-0104_frame3::car8|car15|pedestrian2,scene-0104_frame3,car8|car15|pedestrian2,converge,973,126,"What car is to the front left of car18 and to the back of pedestrian2, and to the back of ego, and to the back left of car8?",car15,"The car to the front left of car18 and to the back of pedestrian2, and to the back of ego, and to the back left of car8 is a white van.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0104_frame3_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_006,shared_l2_random,random,scene-0104_frame3::car8|car15|pedestrian2,scene-0104_frame3,car8|car15|pedestrian2,converge,985,126,"What car is to the front left of car18 and to the back of pedestrian2, and to the back of ego, and to the back left of car8?",car15,"The car to the front left of car18 and to the back of pedestrian2, and to the back of ego, and to the back left of car8 is a white van.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0104_frame3_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_007,shared_l2_advtest,advtest,scene-0092_frame20::car9|car10|truck1,scene-0092_frame20,car9|car10|truck1,converge,307,5,"What car is to the front of car5 and to the back of truck1, and to the back of car4, and to the front of car9?",car10,"The car is to the front of car5 and to the back of truck1, and to the back of car4, and to the front of car9.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0092_frame20_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_007,shared_l2_random,random,scene-0092_frame20::car9|car10|truck1,scene-0092_frame20,car9|car10|truck1,converge,326,5,"What car is to the front of car5 and to the back of truck1, and to the back of car4, and to the front of car9?",car10,"The car is to the front of car5 and to the back of truck1, and to the back of car4, and to the front of car9.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0092_frame20_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_008,shared_l2_advtest,advtest,scene-0036_frame17::barrier2|barrier15|barrier8,scene-0036_frame17,barrier2|barrier15|barrier8,converge,217,116,"There is a barrier to the back right of barrier23 and to the back of truck2, and to the front left of barrier8, and to the back right of barrier2; what is it?",barrier15,It is a traffic barrier.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0036_frame17_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
shared_l2_008,shared_l2_random,random,scene-0036_frame17::barrier2|barrier15|barrier8,scene-0036_frame17,barrier2|barrier15|barrier8,converge,227,68,"What barrier is to the back of barrier7 and to the back right of ego, and to the front left of barrier8, and to the back right of barrier2?",barrier15,The barrier is orange and white.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0036_frame17_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
shared_l2_009,shared_l2_advtest,advtest,scene-0102_frame31::pedestrian16|pedestrian19|pedestrian3,scene-0102_frame31,pedestrian16|pedestrian19|pedestrian3,converge,784,25,"There is a pedestrian to the front of pedestrian16 and to the front of pedestrian24, and to the back right of pedestrian3; what is it?",pedestrian19,It is a person walking on the sidewalk.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0102_frame31_mosaic.jpg,uncertain,other,low,Heuristic cannot confidently classify this failure; manual review required.,uncertain,other,ASSISTED_REVIEW: retained as uncertain because auto-prefill confidence is low. Heuristic cannot confidently classify this failure; manual review required.
shared_l2_009,shared_l2_random,random,scene-0102_frame31::pedestrian16|pedestrian19|pedestrian3,scene-0102_frame31,pedestrian16|pedestrian19|pedestrian3,converge,764,25,"There is a pedestrian to the front of pedestrian16 and to the front of pedestrian24, and to the back right of pedestrian3; what is it?",pedestrian19,It is a person walking on the sidewalk.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0102_frame31_mosaic.jpg,uncertain,other,low,Heuristic cannot confidently classify this failure; manual review required.,uncertain,other,ASSISTED_REVIEW: retained as uncertain because auto-prefill confidence is low. Heuristic cannot confidently classify this failure; manual review required.
shared_l2_010,shared_l2_advtest,advtest,scene-0099_frame35::barrier7|barrier10|barrier8,scene-0099_frame35,barrier7|barrier10|barrier8,converge,609,107,"There is a barrier to the back of barrier15 and to the back of car15, and to the front right of barrier17, and to the front of barrier7, and to the back of barrier8; what is it?",barrier10,It is a construction barrier.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0099_frame35_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
shared_l2_010,shared_l2_random,random,scene-0099_frame35::barrier7|barrier10|barrier8,scene-0099_frame35,barrier7|barrier10|barrier8,converge,617,107,"There is a barrier to the back of barrier15 and to the back of car15, and to the front right of barrier17, and to the front of barrier7, and to the back of barrier8; what is it?",barrier10,It is a construction barrier.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0099_frame35_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
shared_l2_011,shared_l2_advtest,advtest,scene-0094_frame7::car12|car4|car6,scene-0094_frame7,car12|car4|car6,direction_chain,446,51,Does car6 lie in the same direction from car4 as car12?,False,"Yes, car6 lies in the same direction from car4 as car12.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0094_frame7_mosaic.jpg,yes,valid_visual_or_structural_error,high,Expected false/no but prediction is affirmative.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=high). Expected false/no but prediction is affirmative.
shared_l2_011,shared_l2_random,random,scene-0094_frame7::car12|car4|car6,scene-0094_frame7,car12|car4|car6,direction_chain,442,51,Does car6 lie in the same direction from car4 as car12?,False,"Yes, car6 lies in the same direction from car4 as car12.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0094_frame7_mosaic.jpg,yes,valid_visual_or_structural_error,high,Expected false/no but prediction is affirmative.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=high). Expected false/no but prediction is affirmative.
shared_l2_012,shared_l2_advtest,advtest,scene-0013_frame31::car1|ego|car2,scene-0013_frame31,car1|ego|car2,direction_chain,48,48,"From ego's perspective, are car1 and car2 in the same direction?",False,"Yes, from ego's perspective, car1 and car2 are in the same direction, as they are both traveling down the same street.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,high,Expected false/no but prediction is affirmative.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=high). Expected false/no but prediction is affirmative.
shared_l2_012,shared_l2_random,random,scene-0013_frame31::car1|ego|car2,scene-0013_frame31,car1|ego|car2,direction_chain,32,48,"From ego's perspective, are car1 and car2 in the same direction?",False,"Yes, from ego's perspective, car1 and car2 are in the same direction, as they are both traveling down the same street.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,high,Expected false/no but prediction is affirmative.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=high). Expected false/no but prediction is affirmative.
shared_l2_013,shared_l2_advtest,advtest,scene-0013_frame31::bus1|bicycle2|car2,scene-0013_frame31,bus1|bicycle2|car2,direction_chain,46,46,"From bicycle2's perspective, are bus1 and car2 in the same direction?",False,"Yes, from bicycle2's perspective, bus1 and car2 are in the same direction.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,high,Expected false/no but prediction is affirmative.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=high). Expected false/no but prediction is affirmative.
shared_l2_013,shared_l2_random,random,scene-0013_frame31::bus1|bicycle2|car2,scene-0013_frame31,bus1|bicycle2|car2,direction_chain,23,46,"From bicycle2's perspective, are bus1 and car2 in the same direction?",False,"Yes, from bicycle2's perspective, bus1 and car2 are in the same direction.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,high,Expected false/no but prediction is affirmative.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=high). Expected false/no but prediction is affirmative.
shared_l2_014,shared_l2_advtest,advtest,scene-0013_frame31::bicycle2|car4|car2,scene-0013_frame31,bicycle2|car4|car2,distance_chain,41,41,"Of bicycle2 and car2, which is at a shorter distance from car4?",car2,Bicycle2 is at a shorter distance from car4.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_014,shared_l2_random,random,scene-0013_frame31::bicycle2|car4|car2,scene-0013_frame31,bicycle2|car4|car2,distance_chain,42,41,"Of bicycle2 and car2, which is at a shorter distance from car4?",car2,Bicycle2 is at a shorter distance from car4.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_015,shared_l2_advtest,advtest,scene-0013_frame31::bicycle2|bus1|ego,scene-0013_frame31,bicycle2|bus1|ego,distance_chain,50,50,"Between bicycle2 and ego, which one is closer to bus1?",ego,Bicycle2 is closer to bus1.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Distance-comparison answer is absent and prediction selects a different candidate.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Distance-comparison answer is absent and prediction selects a different candidate.
shared_l2_015,shared_l2_random,random,scene-0013_frame31::bicycle2|bus1|ego,scene-0013_frame31,bicycle2|bus1|ego,distance_chain,17,50,"Between bicycle2 and ego, which one is closer to bus1?",ego,Bicycle2 is closer to bus1.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Distance-comparison answer is absent and prediction selects a different candidate.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Distance-comparison answer is absent and prediction selects a different candidate.
shared_l2_016,shared_l2_advtest,advtest,scene-0013_frame31::bus1|car1|car5,scene-0013_frame31,bus1|car1|car5,distance_chain,47,47,"Which object is car1 nearer to, bus1 or car5?",car5,Car1 is nearer to bus1.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_016,shared_l2_random,random,scene-0013_frame31::bus1|car1|car5,scene-0013_frame31,bus1|car1|car5,distance_chain,50,47,"Which object is car1 nearer to, bus1 or car5?",car5,Car1 is nearer to bus1.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_017,shared_l2_advtest,advtest,scene-0013_frame31::bicycle2|car5|car2,scene-0013_frame31,bicycle2|car5|car2,viewpoint_transfer,45,45,"If you face from bicycle2 toward car5, is car2 on your left or on your right?",left,Car2 is on your right.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,high,Expected left; prediction says right.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=high). Expected left; prediction says right.
shared_l2_017,shared_l2_random,random,scene-0013_frame31::bicycle2|car5|car2,scene-0013_frame31,bicycle2|car5|car2,viewpoint_transfer,33,45,"If you face from bicycle2 toward car5, is car2 on your left or on your right?",left,Car2 is on your right.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0013_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,high,Expected left; prediction says right.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=high). Expected left; prediction says right.
shared_l2_018,shared_l2_advtest,advtest,scene-0094_frame7::barrier2|car6|car9,scene-0094_frame7,barrier2|car6|car9,converge,406,4,"What car is positioned to the back left of barrier2 and also to the front left of car9, and to the back of car12?",car6,"A white car is positioned to the back left of barrier2 and also to the front left of car9, and to the back of car12.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0094_frame7_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_018,shared_l2_random,random,scene-0094_frame7::barrier2|car6|car9,scene-0094_frame7,barrier2|car6|car9,converge,426,4,"What car is positioned to the back left of barrier2 and also to the front left of car9, and to the back of car12?",car6,"A white car is positioned to the back left of barrier2 and also to the front left of car9, and to the back of car12.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0094_frame7_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_019,shared_l2_advtest,advtest,scene-0103_frame25::car14|car26|pedestrian9,scene-0103_frame25,car14|car26|pedestrian9,converge,875,146,"What car is to the back left of car19 and to the front of pedestrian9, and to the front left of car14, and to the back of car33?",car26,"The car is to the back left of car19 and to the front of pedestrian9, and to the front left of car14, and to the back of car33.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0103_frame25_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_019,shared_l2_random,random,scene-0103_frame25::car14|car26|pedestrian9,scene-0103_frame25,car14|car26|pedestrian9,converge,896,146,"What car is to the back left of car19 and to the front of pedestrian9, and to the front left of car14, and to the back of car33?",car26,"The car is to the back left of car19 and to the front of pedestrian9, and to the front left of car14, and to the back of car33.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0103_frame25_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_020,shared_l2_advtest,advtest,scene-0104_frame20::pedestrian4|pedestrian18|pedestrian5,scene-0104_frame20,pedestrian4|pedestrian18|pedestrian5,converge,924,192,"Which pedestrian can be found to the back of bicycle1 and to the back of pedestrian5, and to the front of pedestrian4, and to the back of pedestrian24?",pedestrian18,"The pedestrian who can be found to the back of bicycle1 and to the back of pedestrian5, and to the front of pedestrian4, and to the back of pedestrian24 is pedestrian",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0104_frame20_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_020,shared_l2_random,random,scene-0104_frame20::pedestrian4|pedestrian18|pedestrian5,scene-0104_frame20,pedestrian4|pedestrian18|pedestrian5,converge,928,192,"Which pedestrian can be found to the back of bicycle1 and to the back of pedestrian5, and to the front of pedestrian4, and to the back of pedestrian24?",pedestrian18,"The pedestrian who can be found to the back of bicycle1 and to the back of pedestrian5, and to the front of pedestrian4, and to the back of pedestrian24 is pedestrian",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0104_frame20_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_021,shared_l2_advtest,advtest,scene-0104_frame3::car16|car20|car18,scene-0104_frame3,car16|car20|car18,converge,985,34,"There is a car to the front of car18 and to the front of car8, and to the front right of car21, and to the front of car16; what is it?",car20,The car in the middle of the image is a white van.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0104_frame3_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
shared_l2_021,shared_l2_random,random,scene-0104_frame3::car16|car20|car18,scene-0104_frame3,car16|car20|car18,converge,961,34,"There is a car to the front of car18 and to the front of car8, and to the front right of car21, and to the front of car16; what is it?",car20,The car in the middle of the image is a white van.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0104_frame3_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
shared_l2_022,shared_l2_advtest,advtest,scene-0092_frame20::car2|car9|car5,scene-0092_frame20,car2|car9|car5,converge,301,2,"Identify the car located to the front of car2 and to the back of car7, and to the back of car10, and to the front of car5.",car9,"The car is located in the middle of the street, between car2 and car7, and between car10 and car5.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0092_frame20_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_022,shared_l2_random,random,scene-0092_frame20::car2|car9|car5,scene-0092_frame20,car2|car9|car5,converge,310,55,"What car is positioned to the front of car2 and also to the back of car8, and to the back left of ego, and to the front of car5?",car9,"The car positioned to the front of car2 and also to the back of car8, and to the back left of ego, and to the front of car5 is a white truck.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0092_frame20_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
